tipo,ref,cor,numero,quantidade,programacao,status,data_lancamento,data_finalizacao
Pesponto,BTCV010,BORDO,39,36,F082 - BORDO CANO ALTO,Em aberto,2026-04-02 18:39:21.70362+00,
Pesponto,BTCV010,BORDO,40,24,F082 - BORDO CANO ALTO,Em aberto,2026-04-02 18:39:21.70362+00,
Pesponto,BTCV010,BORDO,41,24,F082 - BORDO CANO ALTO,Em aberto,2026-04-02 18:39:21.70362+00,
Pesponto,BTCV010,BORDO,42,24,F082 - BORDO CANO ALTO,Em aberto,2026-04-02 18:39:21.70362+00,
Pesponto,BTCV010,BORDO,43,12,F082 - BORDO CANO ALTO,Em aberto,2026-04-02 18:39:21.70362+00,
Pesponto,BTCV010,BORDO,44,12,F082 - BORDO CANO ALTO,Em aberto,2026-04-02 18:39:21.70362+00,
Pesponto,BTCV010,ALL BLACK,34,36,F083 - CANO ALTO BLACK,Em aberto,2026-04-02 18:39:44.264513+00,
Pesponto,BTCV010,ALL BLACK,35,36,F083 - CANO ALTO BLACK,Em aberto,2026-04-02 18:39:44.264513+00,
Pesponto,BTCV010,ALL BLACK,36,36,F083 - CANO ALTO BLACK,Em aberto,2026-04-02 18:39:44.264513+00,
Pesponto,BTCV010,ALL BLACK,37,36,F083 - CANO ALTO BLACK,Em aberto,2026-04-02 18:39:44.264513+00,
Pesponto,BTCV010,ALL BLACK,38,36,F083 - CANO ALTO BLACK,Em aberto,2026-04-02 18:39:44.264513+00,
Pesponto,BTCV010,ALL BLACK,39,36,F083 - CANO ALTO BLACK,Em aberto,2026-04-02 18:39:44.264513+00,
Pesponto,BTCV010,ALL BLACK,40,24,F083 - CANO ALTO BLACK,Em aberto,2026-04-02 18:39:44.264513+00,
Pesponto,BTCV010,ALL BLACK,41,24,F083 - CANO ALTO BLACK,Em aberto,2026-04-02 18:39:44.264513+00,
Pesponto,BTCV010,ALL BLACK,42,24,F083 - CANO ALTO BLACK,Em aberto,2026-04-02 18:39:44.264513+00,
Pesponto,BTCV010,ALL BLACK,43,12,F083 - CANO ALTO BLACK,Em aberto,2026-04-02 18:39:44.264513+00,
Pesponto,BTCV010,ALL BLACK,44,12,F083 - CANO ALTO BLACK,Em aberto,2026-04-02 18:39:44.264513+00,
Pesponto,TNCV010,PRETO,39,12,F084 - CANO BAIXO PRETO,Em aberto,2026-04-02 18:43:13.589992+00,
Pesponto,TNCV010,PRETO,41,24,F084 - CANO BAIXO PRETO,Em aberto,2026-04-02 18:43:13.589992+00,
Pesponto,TNCV010,PRETO,42,84,F084 - CANO BAIXO PRETO,Em aberto,2026-04-02 18:43:13.589992+00,
Pesponto,TNCV010,PRETO,43,84,F084 - CANO BAIXO PRETO,Em aberto,2026-04-02 18:43:13.589992+00,
Pesponto,TNCV010,PRETO,44,48,F084 - CANO BAIXO PRETO,Em aberto,2026-04-02 18:43:13.589992+00,
Pesponto,TNCV010,AZUL MARINHO,43,12,F084 - CANO BAIXO AZUL MARINHO,Em aberto,2026-04-02 19:05:34.05629+00,
Pesponto,TNCV010,AZUL MARINHO,44,24,F084 - CANO BAIXO AZUL MARINHO,Em aberto,2026-04-02 19:05:34.05629+00,
